LakeName,Year,ResidentialCount,AgriculturalCount,CommercialCount,IndustrialCount,PublicCount,AvgSeasonalLakeGrade,AvgSecchiDepth,AvgPhosphorus,ResidentialProportion,AgriculturalProportion,CommercialProportion,IndustrialProportion,PublicProportion,TotalCount
Downs Lake,2011,178,8,0,0,26,#N/A,#N/A,#N/A,0.839622642,0.037735849,0,0,0.122641509,212
DuBay Lake,2011,3782,135,53,33,68,#N/A,#N/A,#N/A,0.929010071,0.033161385,0.013018914,0.008106116,0.016703513,4071
Duck Lake,2011,5090,0,45,4,125,#N/A,#N/A,#N/A,0.966945289,0,0.008548632,0.000759878,0.023746201,5264
Dutch Lake,2011,1826,18,63,2,30,#N/A,#N/A,#N/A,0.941722537,0.009283136,0.032490975,0.00103146,0.015471893,1939
Eagle Lake,2011,90,228,4,2,12,0,0.525,0.197571429,0.267857143,0.678571429,0.011904762,0.005952381,0.035714286,336
Earley Lake,2011,4105,0,227,20,0,3,1.9625,0.0315,0.943244485,0,0.052159926,0.004595588,0,4352
East Lake,2011,19105,485,396,61,10,0,0.636363636,0.167090909,0.952535274,0.024181084,0.01974373,0.003041332,0.000498579,20057
East Twin Lake,2011,955,347,6,30,70,#N/A,#N/A,#N/A,0.678267045,0.246448864,0.004261364,0.021306818,0.049715909,1408
Echo Lake,2011,627,0,42,0,68,#N/A,#N/A,#N/A,0.850746269,0,0.056987788,0,0.092265943,737
Edina Lake,2011,3576,0,6396,6136,200,#N/A,#N/A,#N/A,0.219278882,0,0.392200147,0.376257052,0.01226392,16308
Edith Lake,2011,231,44,0,0,126,3,2.419333333,0.063372093,0.57605985,0.109725686,0,0,0.314214464,401
Egg Lake,2011,2663,92,242,18,534,#N/A,#N/A,#N/A,0.750352212,0.025922795,0.068188222,0.005071851,0.15046492,3549
Fahlstrom Pond,2011,87,64,6,0,18,#N/A,#N/A,#N/A,0.497142857,0.365714286,0.034285714,0,0.102857143,175
Farquar Lake,2011,6575,0,4,2,0,0,0.614285714,0.0995,0.999088284,0,0.00060781,0.000303905,0,6581
Fireman's Clayhole Lake,2011,933,79,223,6,242,4,2.525,0.024071429,0.629130142,0.053270398,0.15037087,0.004045853,0.163182738,1483
Fish Lake,2011,15043,40,546,124,61,2,1.799111111,0.070266667,0.951245732,0.002529404,0.034526369,0.007841153,0.003857342,15814
Forest Lake,2011,1543,12,516,0,396,2,1.58125,0.03746875,0.625456019,0.004864208,0.209160924,0,0.160518849,2467
French Lake,2011,769,115,81,149,20,#N/A,#N/A,#N/A,0.678130511,0.101410935,0.071428571,0.131393298,0.017636684,1134
Friedrich's Pond,2011,64,10,0,0,26,#N/A,#N/A,#N/A,0.64,0.1,0,0,0.26,100
Gables Lake,2011,3802,387,34,0,402,#N/A,#N/A,#N/A,0.822054054,0.083675676,0.007351351,0,0.086918919,4625
Gaystock Lake,2011,879,162,13,2,35,#N/A,#N/A,#N/A,0.80568286,0.148487626,0.011915674,0.001833181,0.03208066,1091
George Lake,2011,694,18,18,0,101,#N/A,#N/A,#N/A,0.835138387,0.02166065,0.02166065,0,0.121540313,831
George Watch Lake,2011,1190,109,114,20,182,1,0.973333333,0.116,0.736842105,0.06749226,0.070588235,0.012383901,0.112693498,1615
German Lake,2011,127,62,6,0,20,#N/A,#N/A,#N/A,0.590697674,0.288372093,0.027906977,0,0.093023256,215
Gervais Lake,2011,2622,1,30,2,42,#N/A,#N/A,#N/A,0.972191324,0.000370782,0.011123471,0.000741565,0.015572859,2697
Glen Lake,2011,792,0,50,100,18,#N/A,#N/A,#N/A,0.825,0,0.052083333,0.104166667,0.01875,960
Goetschel Lake,2011,234,30,30,0,82,#N/A,#N/A,#N/A,0.622340426,0.079787234,0.079787234,0,0.218085106,376
Goggins Lake,2011,71,34,2,0,6,2,1.370714286,0.111714286,0.628318584,0.300884956,0.017699115,0,0.053097345,113
Golden Lake,2011,4434,2,178,210,412,#N/A,#N/A,#N/A,0.846829641,0.000381971,0.033995416,0.040106952,0.07868602,5236
Goose Lake,2011,640,332,158,0,418,2,0.945714286,0.090857143,0.413436693,0.214470284,0.102067183,0,0.27002584,1548
Grace Lake,2011,2999,17,22,0,293,1,0.925,0.146428571,0.900330231,0.005103573,0.006604623,0,0.087961573,3331
Grass Lake,2011,15386,0,2404,1435,78,#N/A,#N/A,#N/A,0.797078174,0,0.124540227,0.074340776,0.004040823,19303
Haas Lake,2011,1446,28,46,0,125,#N/A,#N/A,#N/A,0.879027356,0.017021277,0.027963526,0,0.075987842,1645
Hafften Lake,2011,1226,138,14,4,28,#N/A,#N/A,#N/A,0.869503546,0.09787234,0.009929078,0.002836879,0.019858156,1410
Halfbreed Lake,2011,424,16,4,0,50,4,4.254545455,0.021454545,0.858299595,0.032388664,0.008097166,0,0.101214575,494
Ham Lake,2011,9259,576,800,224,623,#N/A,#N/A,#N/A,0.806392615,0.050165476,0.069674273,0.019508796,0.05425884,11482
Harriet Lake,2011,10945,0,731,32,22,#N/A,#N/A,#N/A,0.933077579,0,0.062318841,0.002728048,0.001875533,11730
Hart Lake,2011,20327,0,3121,1003,334,#N/A,#N/A,#N/A,0.820133145,0,0.125922937,0.040468025,0.013475893,24785
Harvey Lake,2011,7745,0,233,18,106,#N/A,#N/A,#N/A,0.955936806,0,0.028758331,0.002221674,0.013083189,8102
Haughey Lake,2011,337,61,8,4,18,#N/A,#N/A,#N/A,0.787383178,0.142523364,0.018691589,0.009345794,0.042056075,428
Hay Lake,2011,145,64,0,0,140,2,1.785714286,0.058571429,0.415472779,0.183381089,0,0,0.401146132,349
Hazeltine Lake,2011,1151,30,54,81,153,0,0.357142857,0.208,0.783526208,0.020422056,0.0367597,0.055139551,0.104152485,1469
Heims Lake,2011,342,70,4,0,57,#N/A,#N/A,#N/A,0.723044397,0.147991543,0.00845666,0,0.1205074,473
Henry Lake,2011,1737,173,8,4,34,1,0.82,0.0925,0.88803681,0.088445808,0.00408998,0.00204499,0.017382413,1956
Hidden Lake,2011,1764,0,134,75,35,3,1.677777778,0.041888889,0.878486056,0,0.066733068,0.037350598,0.017430279,2008
Highland Lake,2011,1716,0,10,0,73,#N/A,#N/A,#N/A,0.953863257,0,0.005558644,0,0.040578099,1799
Holland Lake,2011,545,0,20,0,0,#N/A,3.776666667,0,0.96460177,0,0.03539823,0,0,565
Hornbean Lake,2011,1496,7,104,41,0,#N/A,#N/A,#N/A,0.90776699,0.004247573,0.063106796,0.024878641,0,1648
Horseshoe Lake,2011,1430,0,2,0,17,4,2.273333333,0.033705882,0.986887509,0,0.001380262,0,0.011732229,1449
Hydes Lake,2011,58,49,6,0,8,2,1.714285714,0.121923077,0.479338843,0.404958678,0.049586777,0,0.066115702,121
Independence Lake,2011,1986,50,177,97,71,#N/A,#N/A,#N/A,0.834103318,0.02099958,0.074338513,0.040739185,0.029819404,2381
Isabelle Lake,2011,8151,858,472,102,79,#N/A,#N/A,#N/A,0.843614159,0.08880149,0.04885117,0.010556821,0.008176361,9662
Island Lake,2011,375,89,52,0,131,2,1.371428571,0.041071429,0.579598145,0.13755796,0.080370943,0,0.202472952,647
Jackson WMA,2011,601,0,0,0,108,2,1.872142857,0.065071429,0.847672779,0,0,0,0.152327221,709
Jane Lake,2011,319,12,0,0,30,4,3.895,0.022,0.88365651,0.033240997,0,0,0.083102493,361
Johanna Lake,2011,1177,0,16,24,31,#N/A,#N/A,#N/A,0.943108974,0,0.012820513,0.019230769,0.024839744,1248
Jonathan Lake,2011,190,2,31,0,38,0,0.557142857,0.150214286,0.727969349,0.007662835,0.118773946,0,0.14559387,261
Josephine Lake,2011,4542,0,14,0,40,#N/A,#N/A,#N/A,0.988250653,0,0.003046127,0,0.00870322,4596
Jubert Lake,2011,639,152,28,0,10,#N/A,#N/A,#N/A,0.770808203,0.183353438,0.033775633,0,0.012062726,829
July Lake,2011,136,24,14,0,8,1,1.524285714,0.098214286,0.747252747,0.131868132,0.076923077,0,0.043956044,182
Karth Lake,2011,3041,0,9,0,27,3,2.507692308,0.035615385,0.988300292,0,0.002924927,0,0.008774781,3077
Keller Lake,2011,2302,0,20,0,0,1,0.838461538,0.066461538,0.991386736,0,0.008613264,0,0,2322
Kingsley Lake,2011,328,0,32,0,0,4,0,0.016583333,0.911111111,0,0.088888889,0,0,360
Klawitter Pond,2011,223,22,76,0,16,1,0.7325,0.093833333,0.661721068,0.065281899,0.225519288,0,0.047477745,337
Kohlman Lake,2011,4249,5,114,53,115,#N/A,#N/A,#N/A,0.936728395,0.001102293,0.025132275,0.011684303,0.025352734,4536
Kramer Pond,2011,47,32,24,0,82,#N/A,#N/A,#N/A,0.254054054,0.172972973,0.12972973,0,0.443243243,185
La Lake,2011,4709,111,320,0,881,2,2.3,0.0812,0.782095997,0.018435476,0.053147318,0,0.146321209,6021
Lac Lavon Lake,2011,4970,6,19,0,0,3,3.3,0.045076923,0.994994995,0.001201201,0.003803804,0,0,4995
Laddie Lake,2011,7660,0,768,971,660,#N/A,#N/A,#N/A,0.761507108,0,0.076349538,0.09653047,0.065612884,10059
Lake Forest,2011,3595,0,2,0,47,#N/A,#N/A,#N/A,0.986553238,0,0.000548847,0,0.012897914,3644
Lake of the Isles,2011,9453,0,8558,885,622,#N/A,#N/A,#N/A,0.484322164,0,0.438467056,0.045342761,0.031868019,19518
Langdon Lake,2011,7241,4,451,37,78,#N/A,#N/A,#N/A,0.927025989,0.000512098,0.057739086,0.004736909,0.009985917,7811
Langton Lake,2011,1425,2,20,6,26,2,1.122222222,0.052615385,0.963488844,0.001352265,0.01352265,0.004056795,0.017579446,1479
Laura Lake,2011,4548,110,355,167,285,#N/A,#N/A,#N/A,0.832204941,0.020128088,0.064958829,0.030558097,0.052150046,5465
Lee Lake,2011,1028,0,135,2,0,3,2.4,0.03475,0.882403433,0,0.115879828,0.001716738,0,1165
Legion Pond,2011,165,20,2,0,50,#N/A,#N/A,#N/A,0.696202532,0.084388186,0.008438819,0,0.210970464,237
Lemay Lake,2011,3855,0,432,167,47,3,2.01,0.0326,0.856476339,0,0.095978671,0.037102866,0.010442124,4501
Levander Pond,2011,11702,0,666,83,153,0,0.566666667,3.190333333,0.928435417,0,0.052840368,0.006585211,0.012139003,12604
Libbs Lake,2011,5562,0,77,30,52,#N/A,#N/A,#N/A,0.972207656,0,0.013459185,0.005243838,0.00908932,5721
Lily Lake,2011,1181,0,210,0,222,#N/A,#N/A,#N/A,0.732176069,0,0.130192188,0,0.137631742,1613
Linwood Lake,2011,989,157,67,0,279,#N/A,#N/A,#N/A,0.662868633,0.105227882,0.044906166,0,0.186997319,1492
Lippert Lake,2011,167,429,26,4,15,#N/A,#N/A,#N/A,0.260530421,0.669266771,0.040561622,0.00624025,0.023400936,641
Little Carnelian Lake,2011,367,94,0,0,74,#N/A,#N/A,#N/A,0.685981308,0.175700935,0,0,0.138317757,535
Little Johanna Lake,2011,685,0,2,0,16,2,1.375,0.0615,0.974395448,0,0.00284495,0,0.022759602,703
Little Long Lake,2011,299,18,9,0,0,#N/A,#N/A,#N/A,0.917177914,0.055214724,0.027607362,0,0,326
Lochness Lake,2011,8239,184,277,218,390,2,1.428571429,0.043428571,0.885152557,0.019767942,0.029759347,0.023420713,0.041899441,9308
Lone Lake,2011,2169,0,177,109,109,3,3.015,0.033454545,0.845943838,0,0.069032761,0.0425117,0.0425117,2564
Long Lake,2011,14150,84,325,97,390,3,1.73705,0.0944625,0.940449289,0.005582879,0.021600425,0.006446896,0.02592051,15046
Loon Lake,2011,48,28,0,0,28,#N/A,1,0.072,0.461538462,0.269230769,0,0,0.269230769,104
Lost Lake,2011,4101,0,309,16,230,#N/A,#N/A,#N/A,0.880798969,0,0.066365979,0.003436426,0.049398625,4656
Lotus Lake,2011,2956,0,79,24,121,2,1.68125,0.042111111,0.929559748,0,0.024842767,0.00754717,0.038050314,3180
Lower Prior Lake,2011,1052,6,2,0,56,4,4.15,0.026166667,0.94265233,0.005376344,0.001792115,0,0.050179211,1116
Lucy Lake,2011,1413,2,14,0,79,2,1.946153846,0.049846154,0.937002653,0.00132626,0.00928382,0,0.052387268,1508
MacDonald Lake,2011,77,130,0,0,16,#N/A,#N/A,#N/A,0.34529148,0.582959641,0,0,0.071748879,223
Magda Lake,2011,3806,6,356,245,16,#N/A,#N/A,#N/A,0.859336193,0.001354708,0.080379318,0.055317227,0.003612554,4429
Marcott Lake,2011,2932,33,96,55,0,#N/A,#N/A,#N/A,0.940949936,0.010590501,0.030808729,0.017650834,0,3116
Maria Lake,2011,2443,620,255,0,384,#N/A,#N/A,#N/A,0.65991356,0.167477039,0.068881686,0,0.103727715,3702
Marion Lake,2011,9744,473,474,162,52,3,1.882142857,0.031785714,0.893535076,0.043374599,0.0434663,0.014855571,0.004768455,10905
Markgraf Lake,2011,975,8,180,0,194,1,0.457692308,0.132153846,0.718496684,0.005895357,0.132645542,0,0.142962417,1357
Markley Lake,2011,1474,8,52,0,161,#N/A,#N/A,#N/A,0.869616519,0.004719764,0.030678466,0,0.094985251,1695
Marshan Lake,2011,859,6,82,116,176,#N/A,#N/A,#N/A,0.693301049,0.004842615,0.066182405,0.09362389,0.14205004,1239
Martin Lake,2011,1666,226,301,0,163,#N/A,#N/A,#N/A,0.70713073,0.095925297,0.127758913,0,0.069185059,2356
Masterman Lake,2011,123,12,4,0,30,2,2.209285714,0.044928571,0.727810651,0.071005917,0.023668639,0,0.177514793,169
McCarrons Lake,2011,23423,0,356,256,520,#N/A,#N/A,#N/A,0.953899409,0,0.014498066,0.010425575,0.02117695,24555
McDonald Lake,2011,290,10,2,0,24,1,1.2,0.110285714,0.889570552,0.030674847,0.006134969,0,0.073619632,326
McDonough Lake,2011,5327,0,36,0,4,#N/A,#N/A,#N/A,0.992547047,0,0.006707658,0,0.000745295,5367
McKnight Lake,2011,171,15,0,6,28,0,0.578571429,0.164714286,0.777272727,0.068181818,0,0.027272727,0.127272727,220
McKusick Lake,2011,1948,4,158,0,448,2,2.394285714,0.065,0.761532447,0.001563722,0.061767005,0,0.175136826,2558
McMahon Lake,2011,2131,682,52,0,153,2,1.28,0.0676,0.706096753,0.225977469,0.017229954,0,0.050695825,3018
Meadow Lake,2011,5608,0,410,188,66,0,0.435384615,0.265461538,0.894132653,0,0.065369898,0.02997449,0.010522959,6272
Medicine Lake,2011,1537,0,62,62,25,2,1.74,0.04496,0.911625148,0,0.036773428,0.036773428,0.014827995,1686
Medina Lake,2011,3615,123,380,118,204,#N/A,#N/A,#N/A,0.814189189,0.027702703,0.085585586,0.026576577,0.045945946,4440
Mergens Pond,2011,522,6,0,0,20,#N/A,#N/A,#N/A,0.952554745,0.010948905,0,0,0.03649635,548
Meuwissen Lake,2011,209,121,8,2,15,#N/A,#N/A,#N/A,0.588732394,0.34084507,0.022535211,0.005633803,0.042253521,355
Miller Lake,2011,66,148,4,0,8,1,0.739285714,0.208642857,0.292035398,0.654867257,0.017699115,0,0.03539823,226
Minnetoga Lake,2011,3010,0,48,12,14,2,1.746153846,0.044692308,0.976005188,0,0.015564202,0.003891051,0.004539559,3084
Minnetonka Lake,2011,499,0,14,0,12,#N/A,#N/A,#N/A,0.95047619,0,0.026666667,0,0.022857143,525
Minnewashta Lake,2011,2910,0,100,2,100,4,4.590909091,0.020727273,0.935089974,0,0.032133676,0.000642674,0.032133676,3112
Mitchell Lake,2011,2740,0,58,24,84,2,2.015384615,0.045692308,0.942876807,0,0.019958706,0.008258775,0.028905712,2906
Mooney Lake,2011,7383,48,267,186,148,#N/A,#N/A,#N/A,0.919198207,0.005976096,0.033242032,0.023157371,0.018426295,8032
Moore Lake,2011,4630,0,174,60,555,#N/A,#N/A,#N/A,0.854401181,0,0.032109245,0.011072154,0.10241742,5419
Myers Lake,2011,52,103,10,8,8,#N/A,#N/A,#N/A,0.287292818,0.569060773,0.055248619,0.044198895,0.044198895,181
Nokomis Lake,2011,41831,0,8983,5880,5429,#N/A,#N/A,#N/A,0.673357694,0,0.144600229,0.094650934,0.087391143,62123
Normandale Lake,2011,6167,0,268,30,105,2,1.4875,0.065666667,0.938660578,0,0.040791476,0.00456621,0.015981735,6570
North Twin Lake,2011,101,18,0,0,28,#N/A,#N/A,#N/A,0.68707483,0.12244898,0,0,0.19047619,147
Northwood Lake,2011,7965,0,298,266,58,1,0.958333333,0.125416667,0.927564924,0,0.034703622,0.030977058,0.006754396,8587
O'Connors Lake,2011,73,42,12,0,26,3,1.4125,0.198,0.477124183,0.274509804,0.078431373,0,0.169934641,153
O'Dowd Lake,2011,4790,60,112,0,383,2,1.614285714,0.031642857,0.89616464,0.011225444,0.020954163,0,0.071655753,5345
Oak Lake,2011,51,69,4,0,10,#N/A,#N/A,#N/A,0.380597015,0.514925373,0.029850746,0,0.074626866,134
Ohmans Lake,2011,1030,237,89,279,25,#N/A,#N/A,#N/A,0.620481928,0.142771084,0.053614458,0.168072289,0.015060241,1660
Olson Lake,2011,822,6,10,0,62,4,3.735789474,0.023736842,0.913333333,0.006666667,0.011111111,0,0.068888889,900
Oneka Lake,2011,770,216,70,0,80,#N/A,0,0.0358,0.677816901,0.190140845,0.061619718,0,0.070422535,1136
Orchard Lake,2011,2038,58,14,0,18,3,2.839285714,0.033357143,0.957706767,0.027255639,0.006578947,0,0.008458647,2128
Otter Lake,2011,2110,59,14,8,81,#N/A,#N/A,#N/A,0.928697183,0.02596831,0.006161972,0.003521127,0.035651408,2272
Owasso Lake,2011,4245,0,12,0,42,#N/A,#N/A,#N/A,0.987438939,0,0.002791347,0,0.009769714,4299
Ox Yoke Lake,2011,445,85,35,0,0,#N/A,#N/A,#N/A,0.787610619,0.150442478,0.061946903,0,0,565
Pamela Pond,2011,3682,0,168,26,13,#N/A,#N/A,#N/A,0.946772949,0,0.043198766,0.006685523,0.003342762,3889
Parkers Lake,2011,6316,8,434,334,200,#N/A,#N/A,#N/A,0.86615469,0.001097093,0.059517279,0.04580362,0.027427318,7292
Parley Lake,2011,1239,57,118,26,31,#N/A,#N/A,#N/A,0.84228416,0.03874915,0.080217539,0.017675051,0.021074099,1471
Patterson Lake,2011,50,79,0,0,3,#N/A,#N/A,#N/A,0.378787879,0.598484848,0,0,0.022727273,132
Peltier Lake,2011,1092,173,84,26,282,#N/A,#N/A,#N/A,0.65902233,0.104405552,0.050694025,0.015691008,0.170187085,1657
Penn Lake,2011,19400,2,2179,1018,109,#N/A,0.511111111,0.152333333,0.854324467,8.80747E-05,0.095957372,0.044830016,0.00480007,22708
Pepin Lake,2011,34,111,2,0,12,#N/A,#N/A,#N/A,0.213836478,0.698113208,0.012578616,0,0.075471698,159
Peter Lake,2011,471,98,37,26,22,#N/A,4.2,0.05,0.720183486,0.149847095,0.056574924,0.039755352,0.033639144,654
Phalen Lake,2011,25490,0,363,197,567,#N/A,#N/A,#N/A,0.957658639,0,0.013637901,0.007401285,0.021302175,26617
Pickerel Lake,2011,2858,793,72,32,241,3,1.222,0.032,0.715215215,0.198448448,0.018018018,0.008008008,0.06031031,3996
Pierson Lake,2011,200,42,6,0,14,#N/A,#N/A,#N/A,0.763358779,0.160305344,0.022900763,0,0.053435115,262
Pike Lake,2011,2855,0,29,23,90,2,1.43,0.0472,0.952619286,0,0.009676343,0.007674341,0.03003003,2997
Pine Tree Lake,2011,297,34,22,0,20,3,2.727272727,0.024416667,0.796246649,0.091152815,0.058981233,0,0.053619303,373
Plaisted Lake,2011,49,50,0,0,14,2,1.665,0.077,0.433628319,0.442477876,0,0,0.123893805,113
Pleasant Lake,2011,1614,1240,122,0,308,#N/A,#N/A,#N/A,0.491473812,0.377588307,0.037149817,0,0.093788063,3284
Pomerleau Lake,2011,8853,20,88,22,360,#N/A,#N/A,#N/A,0.947554319,0.00214064,0.009418816,0.002354704,0.038531521,9343
Powers Lake,2011,505,0,42,0,126,2,2.328571429,0.152777778,0.750371471,0,0.062407132,0,0.187221397,673
Priebe Lake,2011,5635,0,54,0,99,1,0.471428571,0.123857143,0.973565999,0,0.009329648,0,0.017104354,5788
Raven Lake,2011,3439,43,135,0,2,#N/A,#N/A,#N/A,0.950262503,0.011881735,0.037303122,0,0.000552639,3619
Rebecca Lake,2011,282,2,73,26,43,#N/A,#N/A,#N/A,0.661971831,0.004694836,0.171361502,0.061032864,0.100938967,426
Red Rock Lake,2011,3158,2,151,133,55,#N/A,3,0.021,0.902543584,0.000571592,0.043155187,0.03801086,0.015718777,3499
Regional Park Lake,2011,5534,324,286,0,602,2,2.478571429,0.061571429,0.820337978,0.048028461,0.042395494,0,0.089238067,6746
Reitz Lake,2011,416,135,22,0,50,2,1.254545455,0.070454545,0.667736758,0.216693419,0.035313002,0,0.080256822,623
Reshanau Lake,2011,1223,4,4,0,213,1,0.603,0.0872,0.846952909,0.002770083,0.002770083,0,0.147506925,1444
Rest Area Pond,2011,108,14,28,0,66,2,1.002222222,0.077777778,0.5,0.064814815,0.12962963,0,0.305555556,216
Rice Elm Lake,2011,11957,75,806,611,202,1,1.183333333,0.148166667,0.875906527,0.005494103,0.059043294,0.044758626,0.014797451,13651
Riley Lake,2011,2127,12,208,0,193,2,2.516,0.052583333,0.837401575,0.004724409,0.081889764,0,0.075984252,2540
Rogers Lake,2011,3210,0,264,58,2,3,1.511111111,0.046,0.908319185,0,0.074702886,0.016411998,0.000565931,3534
Rutz Lake,2011,238,77,22,6,41,1,0.585714286,0.132142857,0.619791667,0.200520833,0.057291667,0.015625,0.106770833,384
Ryan Lake,2011,8183,2,693,278,36,#N/A,#N/A,#N/A,0.890230635,0.000217581,0.075391645,0.03024369,0.003916449,9192
Sand Lake,2011,132,112,0,0,112,#N/A,1.871428571,0.055285714,0.370786517,0.314606742,0,0,0.314606742,356
Sarah Lake,2011,779,92,18,2,25,#N/A,#N/A,#N/A,0.850436681,0.100436681,0.019650655,0.002183406,0.027292576,916
Scheuble Lake,2011,458,54,8,0,20,#N/A,#N/A,#N/A,0.848148148,0.1,0.014814815,0,0.037037037,540
Schmidt Lake,2011,4259,0,62,10,100,4,3.33,0.023,0.961182577,0,0.013992327,0.002256827,0.022568269,4431
Schultz Lake,2011,4183,205,41,12,0,#N/A,#N/A,#N/A,0.941904976,0.046160775,0.009232155,0.002702094,0,4441
Schutz Lake,2011,95,0,0,0,13,#N/A,#N/A,#N/A,0.87962963,0,0,0,0.12037037,108
Scout Lake,2011,15169,0,416,39,5,0,0.721428571,0.222571429,0.970567535,0,0.026617186,0.002495361,0.000319918,15629
Sea Lake,2011,81,74,0,0,12,#N/A,#N/A,#N/A,0.48502994,0.443113772,0,0,0.071856287,167
Sed Basin Adj to Valley Lake,2011,6313,5,367,0,0,#N/A,#N/A,#N/A,0.944353029,0.000747943,0.054899028,0,0,6685
Seidl Lake,2011,9806,28,810,214,28,1,0.75,0.081333333,0.900790006,0.002572111,0.074407496,0.019658277,0.002572111,10886
Shady Oak Lake,2011,3820,0,1111,597,408,#N/A,#N/A,#N/A,0.643530997,0,0.187163073,0.100572776,0.068733154,5936
Shavers Lake,2011,2264,0,134,0,55,#N/A,#N/A,#N/A,0.922951488,0,0.054626987,0,0.022421525,2453
Shields Lake,2011,479,120,26,0,114,#N/A,#N/A,#N/A,0.648173207,0.162381597,0.035182679,0,0.154262517,739
Silver Lake,2011,5004,0,131,28,122,#N/A,#N/A,#N/A,0.946830653,0,0.024787133,0.005298013,0.023084201,5285
Simley Lake,2011,14562,216,471,42,272,#N/A,#N/A,#N/A,0.935680781,0.013879072,0.030264088,0.002698708,0.01747735,15563
Smetana Lake,2011,1947,0,1890,123,1354,#N/A,#N/A,#N/A,0.366390666,0,0.355664283,0.023146406,0.254798645,5314
Snail Lake,2011,2727,0,24,0,20,#N/A,#N/A,#N/A,0.984121256,0,0.008661133,0,0.007217611,2771
South Oak Lake,2011,5650,0,542,496,144,2,0.880769231,0.056928571,0.826990632,0,0.079332553,0.072599532,0.021077283,6832
South Rice Lake,2011,9957,0,1166,306,26,#N/A,#N/A,#N/A,0.869227412,0,0.101789612,0.026713226,0.002269751,11455
South Twin Lake,2011,623,10,18,0,127,2,1.97,0.069428571,0.800771208,0.01285347,0.023136247,0,0.163239075,778
Spring Lake,2011,295,0,0,0,53,1,1.05,0.0875,0.847701149,0,0,0,0.152298851,348
St. Joe Lake,2011,363,0,0,0,22,4,2.377777778,0.022111111,0.942857143,0,0,0,0.057142857,385
Staring Lake,2011,6111,29,186,44,286,#N/A,#N/A,#N/A,0.91811899,0.004356971,0.027944712,0.006610577,0.04296875,6656
Stieger Lake,2011,657,10,67,6,95,#N/A,#N/A,#N/A,0.786826347,0.011976048,0.080239521,0.007185629,0.113772455,835
Success Lake,2011,22245,72,768,196,325,1,0.435,0.071642857,0.942345166,0.003050072,0.032534101,0.008302974,0.013767686,23606
Sucker Lake,2011,3255,0,10,2,24,#N/A,#N/A,#N/A,0.989061076,0,0.00303859,0.000607718,0.007292616,3291
Sullivan Lake,2011,5036,0,340,140,335,#N/A,#N/A,#N/A,0.860707571,0,0.058109725,0.023927534,0.05725517,5851
Sunfish Lake,2011,2563,24,183,0,102,2,2.493478261,0.04495,0.892409471,0.008356546,0.063718663,0,0.03551532,2872
Sunnybrook Lake,2011,229,22,52,0,72,3,2.157142857,0.041142857,0.610666667,0.058666667,0.138666667,0,0.192,375
Sunset Lake,2011,314,44,0,0,16,3,2.84,0.0269,0.839572193,0.117647059,0,0,0.042780749,374
Sunset Pond,2011,10729,8,549,197,455,3,2.242857143,0.0455,0.898726755,0.000670129,0.045987603,0.016501927,0.038113587,11938
Susan Lake,2011,1630,7,163,68,102,2,1.617857143,0.056571429,0.827411168,0.003553299,0.082741117,0.034517766,0.05177665,1970
Swede Lake,2011,220,139,24,2,10,0,0.35,0.331928571,0.556962025,0.351898734,0.060759494,0.005063291,0.025316456,395
Sweeney Lake,2011,2811,0,5032,4919,4896,2,1.138095238,0.041388889,0.159191301,0,0.284969985,0.27857062,0.277268094,17658
Sylvan Lake,2011,110,7,6,0,0,#N/A,#N/A,#N/A,0.894308943,0.056910569,0.048780488,0,0,123
Tamarack Lake,2011,302,12,0,0,33,#N/A,#N/A,#N/A,0.870317003,0.034582133,0,0,0.095100865,347
Tanners Lake,2011,12156,0,196,4,444,#N/A,#N/A,#N/A,0.9496875,0,0.0153125,0.0003125,0.0346875,12800
Terrapin Lake,2011,151,74,0,0,82,#N/A,0,0,0.491856678,0.241042345,0,0,0.267100977,307
Thole Lake,2011,504,240,12,0,19,2,1.27,0.071555556,0.650322581,0.309677419,0.015483871,0,0.024516129,775
Thomas Lake,2011,11327,0,85,0,2,#N/A,#N/A,#N/A,0.992377782,0,0.007446995,0,0.000175223,11414
Tiger Lake,2011,29,167,12,0,10,#N/A,#N/A,#N/A,0.133027523,0.766055046,0.055045872,0,0.04587156,218
Twin Lake,2011,5473,0,433,55,30,0,2.33825,0.060935484,0.913536972,0,0.072275079,0.009180437,0.005007511,5991
